Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 30590, position 7: вершин
Line: 30594, position 34: вершин
Line: 30598, position 53: Требуется определить
Line: 30599, position 63: вершин
Line: 30604, position 53: Требуется определить
Line: 30606, position 35: вершин
Line: 30609, position 24: вершин
Line: 30621, position 9: вершин
Line: 30628, position 22: вершин
Line: 30629, position 25: вершин
Line: 30638, position 36: вершин
Line: 30647, position 55: вершин
Line: 30657, position 22: вершин
Line: 30661, position 16: правильность идентификаторов
Line: 30691, position 9: вершин
Line: 30741, position 9: вершин
Line: 30749, position 4: вершин
Line: 30751, position 35: вершин
Line: 30752, position 51: вершин
Line: 30755, position 14: вершин
Line: 30757, position 28: вершин
Line: 30766, position 34: вершин
Line: 30767, position 39: вершин
Line: 30822, position 11: вершин
Line: 30829, position 35: вершин
Line: 30829, position 55: вершин
Line: 30833, position 40: вершин
Line: 30926, position 63: вершин
Line: 30968, position 24: вершин
Line: 30978, position 24: вершин
Line: 31000, position 42: Требуется определить
Line: 31050, position 25: вершин
Line: 31057, position 19: вершин
Line: 31245, position 53: Требуется определить
Line: 31563, position 21: вершин
Line: 31577, position 41: вершин
Line: 31594, position 36: вершин
Line: 31609, position 47: вершин
Line: 31617, position 48: вершин
Line: 31698, position 30: вершин
Line: 31701, position 34: вершин
Line: 31721, position 41: вершин
Line: 31759, position 45: вершин
Line: 31760, position 39: вершин
Line: 31762, position 33: вершин
Line: 31778, position 30: вершин
Line: 31778, position 52: вершин
Line: 31779, position 42: вершин
Line: 31795, position 49: вершин
Line: 32085, position 15: строк выравниваются по заданной позиции за счет
Line: 32217, position 12: имеются очереди из кафедр
Line: 32277, position 62: вершин
Line: 32363, position 7: вершин
Line: 32367, position 34: вершин
Line: 32371, position 53: Требуется определить
Line: 32372, position 63: вершин
Line: 32377, position 53: Требуется определить
Line: 32379, position 35: вершин
Line: 32382, position 24: вершин
Line: 32394, position 9: вершин
Line: 32401, position 22: вершин
Line: 32402, position 25: вершин
Line: 32411, position 36: вершин
Line: 32420, position 55: вершин
Line: 32430, position 22: вершин
Line: 32434, position 16: правильность идентификаторов
Line: 32464, position 9: вершин
Line: 32514, position 9: вершин
Line: 32522, position 4: вершин
Line: 32524, position 35: вершин
Line: 32525, position 51: вершин
Line: 32528, position 14: вершин
Line: 32530, position 28: вершин
Line: 32539, position 34: вершин
Line: 32540, position 39: вершин
Line: 32595, position 11: вершин
Line: 32602, position 35: вершин
Line: 32602, position 55: вершин
Line: 32606, position 40: вершин
Line: 32699, position 63: вершин
Line: 32741, position 24: вершин
Line: 32751, position 24: вершин
Line: 32773, position 42: Требуется определить
Line: 32823, position 25: вершин
Line: 32830, position 19: вершин
Line: 33018, position 53: Требуется определить
Line: 33336, position 21: вершин
Line: 33350, position 41: вершин
Line: 33367, position 36: вершин
Line: 33382, position 47: вершин
Line: 33390, position 48: вершин
Line: 33471, position 30: вершин
Line: 33474, position 34: вершин
Line: 33494, position 41: вершин
Line: 33532, position 45: вершин
Line: 33533, position 39: вершин
Line: 33535, position 33: вершин
Line: 33551, position 30: вершин
Line: 33551, position 52: вершин
Line: 33552, position 42: вершин
Line: 33568, position 49: вершин
Line: 33858, position 15: строк выравниваются по заданной позиции за счет
Line: 33990, position 12: имеются очереди из кафедр
Line: 34050, position 62: вершин
Line: 34136, position 7: вершин
Line: 34140, position 34: вершин
Line: 34144, position 53: Требуется определить
Line: 34145, position 63: вершин
Line: 34150, position 53: Требуется определить
Line: 34152, position 35: вершин
Line: 34155, position 24: вершин
Line: 34167, position 9: вершин
Line: 34174, position 22: вершин
Line: 34175, position 25: вершин
Line: 34184, position 36: вершин
Line: 34193, position 55: вершин
Line: 34203, position 22: вершин
Line: 34207, position 16: правильность идентификаторов
Line: 34237, position 9: вершин
Line: 34287, position 9: вершин
Line: 34295, position 4: вершин
Line: 34297, position 35: вершин
Line: 34298, position 51: вершин
Line: 34301, position 14: вершин
Line: 34303, position 28: вершин
Line: 34312, position 34: вершин
Line: 34313, position 39: вершин
Line: 34368, position 11: вершин
Line: 34375, position 35: вершин
Line: 34375, position 55: вершин
Line: 34379, position 40: вершин
Line: 34472, position 63: вершин
Line: 34514, position 24: вершин
Line: 34524, position 24: вершин
Line: 34546, position 42: Требуется определить
Line: 34596, position 25: вершин
Line: 34603, position 19: вершин
Line: 34791, position 53: Требуется определить
Line: 35109, position 21: вершин
Line: 35123, position 41: вершин
Line: 35140, position 36: вершин
Line: 35155, position 47: вершин
Line: 35163, position 48: вершин
Line: 35244, position 30: вершин
